02/07/2019 14:39:32,137,20,20,20,Abrir telhado,Sim
02/07/2019 14:39:35,134,20,20,20,Abrir telhado,Sim
02/07/2019 14:39:37,130,20,20,20,Abrir telhado,Sim
02/07/2019 14:39:40,131,20,20,20,Abrir telhado,Sim
02/07/2019 14:39:42,127,20,20,94,Abrir telhado,Sim
02/07/2019 14:39:45,132,20,20,137,Abrir telhado,Sim
02/07/2019 14:39:47,133,20,20,143,Abrir telhado,Sim
02/07/2019 14:39:50,131,20,20,230,Abrir telhado,Sim
02/07/2019 14:39:53,128,20,20,20,Abrir telhado,Sim
02/07/2019 14:39:55,127,20,20,20,Abrir telhado,Sim
02/07/2019 14:39:58,134,20,20,20,Abrir telhado,Sim
02/07/2019 14:40:0,130,20,20,20,Abrir telhado,Sim
02/07/2019 14:40:3,133,20,118,20,Abrir telhado,Sim
02/07/2019 14:40:5,127,20,88,20,Abrir telhado,Sim
02/07/2019 14:40:8,136,20,210,20,Abrir telhado,Sim
02/07/2019 14:40:10,128,20,20,20,Abrir telhado,Sim
02/07/2019 14:40:13,131,20,20,20,Abrir telhado,Sim
02/07/2019 14:40:15,131,20,20,20,Abrir telhado,Sim
02/07/2019 14:40:18,131,20,20,20,Abrir telhado,Sim
02/07/2019 14:47:49,130,20,20,20,Abrir telhado,Sim
02/07/2019 14:47:52,135,20,20,20,Abrir telhado,Sim
02/07/2019 14:47:54,131,20,20,20,Abrir telhado,Sim
